len,domainLen,underscore,at,dash,dot,slash,ampersand,question,equal,PhishingResult
369,44,2,0,8,3,3,2,1,3,1
73,26,0,0,1,3,4,0,0,0,0
46,25,0,0,0,2,4,0,0,0,1
121,20,1,0,1,2,4,1,0,2,0
38,12,0,0,2,1,2,0,0,0,1
33,16,0,0,1,2,3,0,0,0,1
40,14,1,0,0,3,2,0,0,0,0
90,36,2,0,1,6,5,1,1,2,0
156,17,1,0,1,2,3,1,1,2,1
120,11,0,0,1,6,5,1,2,2,0
85,9,0,0,1,5,8,1,2,2,1
27,14,0,0,0,2,2,0,0,0,1
48,20,0,0,0,3,4,0,0,0,0
33,14,0,0,0,3,2,0,0,0,1
27,11,0,0,0,2,3,0,0,0,0
93,15,0,0,1,7,8,1,2,2,1
245,15,1,0,0,2,6,1,1,2,1
30,18,0,0,0,2,2,0,0,0,1
32,13,0,0,0,1,3,0,0,0,1
24,17,0,0,0,2,2,0,0,0,0
189,14,0,0,0,9,10,0,1,3,1
210,18,1,0,1,2,5,1,1,2,0
50,17,1,0,0,3,5,0,0,0,1
53,14,1,0,1,3,5,0,0,0,1
17,16,0,0,0,2,1,0,0,0,0
223,23,0,0,1,6,5,4,1,6,0
42,14,0,0,0,4,4,0,0,0,0
60,20,0,0,1,3,5,0,0,0,1
45,13,2,0,1,2,5,0,0,0,0
208,15,1,0,1,3,4,1,1,1,1
31,15,0,0,0,3,1,0,0,0,1
84,39,2,0,1,7,5,1,1,2,0
23,14,0,0,0,2,2,0,0,0,1
90,36,2,0,1,6,5,1,1,2,0
29,16,0,0,0,1,3,0,0,0,1
43,14,0,0,1,4,2,0,0,0,0
32,20,0,0,0,3,3,0,0,0,0
45,28,0,0,0,3,1,0,0,0,1
17,9,0,0,0,1,2,0,0,0,1
65,24,0,0,0,3,4,0,0,0,1
100,17,0,0,0,6,4,2,2,3,1
27,17,0,0,0,3,1,0,0,0,1
33,17,0,0,0,2,2,0,0,0,0
118,11,0,0,1,6,5,1,2,2,1
26,25,0,0,0,2,1,0,0,0,1
40,14,0,0,0,3,1,0,1,1,1
102,26,3,0,1,5,4,0,0,0,1
22,14,0,0,0,2,1,0,0,0,0
198,185,0,0,6,13,1,0,0,0,0
141,16,1,0,0,1,6,0,0,0,0
45,19,1,0,0,2,4,0,0,0,0
104,32,0,0,0,2,1,0,1,1,0
62,29,0,0,0,3,2,0,0,0,0
51,26,0,0,0,3,2,0,1,1,1
107,31,0,0,1,9,4,0,1,2,1
31,20,0,0,0,4,1,0,0,0,0
27,20,0,0,0,1,1,0,0,0,1
20,10,0,0,0,2,3,0,0,0,1
42,17,0,0,0,2,3,0,0,0,1
15,10,0,0,0,2,2,0,0,0,1
76,27,0,0,1,1,3,0,0,1,0
34,16,0,0,0,3,2,0,0,0,0
30,19,0,0,0,1,3,0,0,0,1
34,15,0,0,0,2,1,0,1,1,1
89,15,0,0,1,6,8,1,2,2,1
41,19,0,0,0,4,3,0,0,0,1
30,17,0,0,0,3,2,0,0,0,0
43,31,0,0,0,3,1,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
18,17,0,0,0,2,1,0,0,0,1
67,17,0,0,1,3,1,0,1,1,0
69,50,1,0,5,3,1,0,0,0,0
180,139,0,0,0,12,3,0,0,0,0
27,18,0,0,0,2,2,0,0,0,1
108,23,1,0,0,5,2,5,1,6,1
53,11,0,0,1,2,5,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
147,113,0,0,2,10,2,0,0,0,0
343,44,5,0,9,3,3,1,1,2,1
22,11,0,0,0,3,1,0,0,0,1
55,21,0,0,0,4,5,0,1,1,1
55,23,0,0,2,2,3,0,0,0,0
25,24,0,0,0,2,1,0,0,0,0
22,21,0,0,0,2,1,0,0,0,1
40,16,0,0,0,4,3,0,0,0,0
39,20,0,0,0,3,2,0,0,0,1
51,20,0,0,1,1,4,0,0,0,0
67,33,1,0,0,6,2,0,2,1,0
31,19,0,0,0,2,2,0,0,0,1
25,18,0,0,0,3,2,0,0,0,0
33,13,0,0,0,2,2,0,0,0,1
51,18,0,0,0,4,5,0,0,0,0
71,29,0,0,0,3,1,3,1,4,0
78,31,0,0,6,4,5,0,0,0,1
42,16,1,0,0,2,2,0,0,0,1
24,14,0,0,0,3,2,0,0,0,0
80,28,0,1,0,6,2,0,1,0,0
31,20,0,0,0,3,1,0,0,0,1
67,18,0,0,1,3,6,0,0,0,1
82,39,2,0,1,7,5,1,1,2,0
27,14,0,0,0,2,2,0,0,0,1
17,9,0,0,0,2,2,0,0,0,0
34,17,0,0,0,2,2,0,0,0,1
55,18,0,0,0,3,6,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
33,21,0,0,0,2,1,0,1,1,1
42,30,0,0,1,3,1,0,0,0,0
69,20,0,0,0,1,4,0,0,0,0
33,13,0,0,0,2,2,0,0,0,1
21,15,0,0,0,3,1,0,0,0,0
47,18,1,0,0,2,2,0,1,1,0
38,16,0,0,1,2,3,0,0,0,1
35,24,0,0,0,3,1,0,0,0,1
46,19,1,0,0,2,3,0,0,0,1
188,13,3,0,2,9,4,9,1,10,0
223,16,1,0,2,6,4,1,1,2,0
29,16,0,0,0,2,2,0,0,0,1
197,26,4,0,2,3,3,2,1,3,0
32,23,0,0,1,4,2,0,0,0,0
20,14,0,0,0,2,2,0,0,0,0
27,14,0,0,0,2,2,0,0,0,1
122,26,0,0,1,7,5,3,1,4,0
31,12,0,0,0,2,3,0,0,0,1
78,22,0,0,0,4,4,0,0,0,0
369,44,5,0,6,3,3,2,1,3,1
47,13,0,0,0,4,3,0,1,1,0
84,39,2,0,1,7,5,1,1,2,0
32,12,0,0,0,3,3,0,0,0,0
41,21,0,0,0,2,4,0,0,0,0
55,24,0,0,0,3,2,0,0,0,0
237,16,1,0,0,2,6,1,1,1,0
22,12,0,0,0,3,1,0,0,0,0
95,9,0,0,1,5,10,1,2,2,1
49,16,2,0,0,2,2,0,0,0,1
78,10,1,0,1,5,3,0,1,1,1
50,13,0,0,0,2,6,0,0,0,1
85,12,0,0,1,6,8,1,2,2,1
88,20,1,0,1,7,3,0,1,1,0
58,28,1,0,0,2,2,0,0,0,1
167,10,2,0,1,2,3,1,1,2,0
29,9,0,0,0,2,2,0,0,0,1
33,14,0,0,0,3,3,0,0,0,0
33,13,0,0,0,2,2,0,0,0,1
32,21,0,0,0,3,1,0,0,0,1
56,18,0,0,0,4,3,0,0,0,0
24,17,0,0,1,1,2,0,0,0,0
28,19,0,0,1,2,1,0,0,0,1
56,28,0,0,0,3,2,0,0,0,1
82,39,2,0,1,7,5,1,1,2,0
41,17,1,0,0,2,3,0,0,0,1
138,100,1,0,1,12,4,0,0,0,0
27,13,0,0,0,1,1,0,0,0,1
20,19,0,0,1,2,1,0,0,0,0
165,83,0,0,1,10,4,0,0,0,0
30,17,0,0,0,3,1,0,0,0,1
33,13,0,0,0,2,2,0,0,0,1
60,12,0,0,0,2,5,0,0,0,1
51,21,0,0,0,5,3,0,0,0,0
27,14,0,0,0,2,2,0,0,0,1
76,27,0,0,1,1,3,0,0,1,0
76,27,0,0,1,1,3,0,0,1,0
50,19,0,0,0,5,3,0,0,0,0
40,22,1,0,0,3,1,0,0,0,1
164,18,1,0,1,2,4,1,1,2,0
43,17,0,0,1,3,5,0,0,0,1
41,15,0,0,0,2,3,0,0,0,1
106,33,1,0,0,8,5,1,1,2,0
183,182,0,0,4,13,1,0,0,0,0
26,14,0,0,0,2,2,0,0,0,1
43,11,0,0,0,3,6,0,0,0,1
218,107,1,0,6,7,6,1,0,1,0
85,15,1,0,0,3,6,0,0,0,0
240,15,1,0,2,7,4,1,1,2,0
23,13,0,0,1,2,1,0,0,0,0
28,16,0,0,0,2,1,0,0,0,0
31,12,0,0,0,3,2,0,0,0,0
33,13,0,0,0,2,2,0,0,0,1
206,172,0,0,0,13,2,0,0,0,1
41,16,0,0,0,3,3,0,0,0,1
42,14,0,0,0,4,4,0,0,0,0
71,14,0,0,3,6,2,0,0,0,1
42,16,0,0,0,1,3,0,0,0,1
26,14,0,0,0,2,2,0,0,0,1
72,19,0,1,0,3,1,0,4,0,1
21,11,0,0,0,2,2,0,0,0,0
59,18,0,0,0,4,5,0,1,1,1
68,15,0,0,1,4,3,0,0,0,1
59,11,0,0,0,4,6,0,0,0,1
21,13,0,0,0,2,2,0,0,0,1
24,16,0,0,0,2,2,0,0,0,1
32,17,0,0,0,2,2,0,0,0,0
29,19,0,0,0,2,3,0,0,0,1
79,15,0,0,0,2,2,0,1,1,1
46,16,0,0,1,1,5,0,0,0,0
122,24,0,0,2,4,2,4,1,5,0
40,13,0,0,0,1,3,0,0,0,1
46,18,0,0,0,3,3,0,0,0,1
123,35,0,0,1,8,6,3,1,4,0
81,20,0,0,0,3,6,0,0,0,0
33,17,0,0,0,3,1,0,0,0,1
65,14,0,0,1,4,8,0,1,1,1
103,30,1,0,0,7,5,1,1,2,0
46,32,0,0,0,3,1,0,0,0,1
51,16,2,0,1,2,2,0,0,0,1
68,23,2,0,1,6,2,0,0,0,1
68,21,0,0,1,3,2,0,0,0,0
72,10,0,0,0,5,8,0,2,1,0
79,15,0,0,0,2,2,0,1,1,1
23,13,0,0,0,3,1,0,0,0,1
56,30,0,0,0,5,2,0,0,1,0
36,21,0,0,1,3,2,0,0,0,1
100,15,0,0,1,7,8,1,2,2,1
32,19,0,0,0,3,1,0,0,0,1
56,14,0,0,1,4,7,0,0,0,0
55,16,2,0,0,2,2,0,0,0,1
29,14,0,0,0,3,1,0,0,0,1
39,16,0,0,1,3,4,0,0,0,1
44,22,0,0,0,3,3,0,0,0,0
89,35,0,0,1,6,5,0,0,3,1
43,16,2,0,0,2,2,0,0,0,1
35,17,0,0,0,1,3,0,0,0,1
36,19,0,0,0,3,2,0,0,0,1
94,31,0,0,1,5,19,0,0,0,0
26,10,0,0,0,2,2,0,0,0,1
23,11,0,0,1,2,2,0,0,0,0
293,40,2,0,5,5,8,1,1,4,0
71,32,0,0,0,3,3,0,0,0,0
128,64,0,0,1,12,2,2,0,4,0
29,14,0,0,1,1,3,0,0,0,0
108,24,0,0,1,6,3,1,1,2,0
35,19,0,0,0,2,2,0,0,0,1
103,16,0,0,0,6,4,2,2,3,1
38,16,1,0,0,3,2,0,0,0,1
60,17,0,0,1,4,5,0,0,0,0
77,24,0,0,0,7,3,0,0,0,1
33,20,0,0,0,3,1,0,0,0,1
28,21,0,0,0,3,1,0,0,0,0
42,11,0,0,0,3,3,0,0,0,0
90,11,0,0,1,5,7,1,2,2,1
25,14,0,0,0,2,2,0,0,0,1
27,17,0,0,0,2,2,0,0,0,0
85,14,1,0,1,6,6,0,1,1,1
189,18,4,0,1,3,3,2,1,3,0
33,18,0,0,0,2,2,0,0,0,1
40,21,0,0,0,3,1,0,0,0,1
44,16,0,0,0,3,2,0,0,0,1
69,17,6,0,0,3,2,0,0,0,1
35,17,0,0,0,2,2,0,0,0,1
149,128,0,0,0,7,2,0,0,0,0
60,16,0,0,0,3,4,0,0,0,1
59,9,0,0,0,4,5,0,1,1,1
36,14,1,0,0,3,2,0,0,0,1
73,21,4,0,0,3,5,0,0,0,0
71,11,0,0,0,4,3,0,2,2,1
32,15,0,0,0,1,2,0,0,0,1
100,15,0,0,1,7,8,1,2,2,1
36,21,0,0,2,3,1,0,0,0,1
105,25,0,0,0,5,8,0,0,0,0
95,15,0,0,0,2,6,0,0,0,1
25,24,0,0,0,2,1,0,0,0,1
20,19,0,0,0,3,1,0,0,0,1
51,27,0,0,1,5,3,0,0,0,0
44,10,0,0,0,1,2,0,0,0,0
88,19,0,0,1,1,8,0,0,0,1
24,14,0,0,0,3,1,0,0,0,0
100,15,0,0,0,4,4,0,1,1,1
27,14,0,0,0,2,2,0,0,0,1
28,27,0,0,1,2,1,0,0,0,1
72,14,0,0,0,2,6,0,0,0,0
123,29,0,0,4,5,3,1,1,2,1
27,18,0,0,0,2,2,0,0,0,1
116,93,0,0,1,12,3,0,0,0,0
199,28,4,0,1,3,3,2,1,3,1
24,11,0,0,0,2,2,0,0,0,0
33,13,0,0,0,2,2,0,0,0,1
65,12,1,0,0,5,5,0,0,0,0
35,19,0,0,1,2,2,0,0,0,0
66,15,4,0,0,3,3,0,0,0,1
31,20,0,0,1,3,1,0,0,0,1
37,16,0,0,0,3,2,0,0,0,1
33,13,0,0,0,2,2,0,0,0,1
22,13,0,0,0,2,1,0,0,0,0
83,22,0,0,1,5,12,0,0,0,0
40,22,0,0,0,2,3,0,0,0,1
13,8,0,0,0,1,2,0,0,0,0
94,13,0,0,1,6,8,1,2,2,0
101,25,0,0,1,1,10,0,0,0,1
116,27,0,0,0,8,6,3,1,4,0
96,12,0,0,0,3,5,0,1,0,1
79,25,0,0,2,2,6,0,0,0,1
31,12,0,0,0,3,3,0,0,0,0
67,20,0,0,0,6,3,0,0,0,1
28,17,0,0,0,3,1,0,0,0,1
18,13,0,0,0,2,1,0,0,0,1
47,13,0,0,1,3,3,0,0,0,1
19,15,0,0,0,2,2,0,0,0,1
38,19,0,0,0,3,3,0,0,0,0
45,26,0,0,1,2,3,0,0,0,1
48,16,0,0,0,3,4,0,1,1,0
27,14,0,0,0,1,3,0,0,0,1
30,19,0,0,0,4,1,0,0,0,0
76,14,1,0,2,5,5,1,2,1,1
50,16,0,0,0,2,4,0,0,0,1
79,15,0,0,0,2,2,0,1,1,1
43,17,0,0,0,3,3,0,0,0,1
63,23,0,0,0,3,3,0,0,0,1
42,28,0,0,0,3,2,0,0,0,1
31,16,0,0,0,4,3,0,0,0,0
27,14,0,0,0,2,2,0,0,0,1
146,112,0,0,2,14,2,0,0,0,1
60,22,0,0,1,3,5,0,0,0,1
17,13,0,0,0,3,2,0,0,0,0
32,31,0,0,1,3,1,0,0,0,0
32,12,0,0,0,2,2,0,0,0,1
26,14,0,0,0,2,2,0,0,0,1
44,18,0,0,2,2,2,0,0,0,0
38,11,0,0,0,2,4,0,0,0,1
88,15,0,0,0,2,2,2,1,3,0
196,153,0,0,2,20,2,0,0,0,1
22,18,0,0,1,1,2,0,0,0,0
103,14,0,0,1,7,8,1,2,2,1
80,17,0,0,0,3,6,0,1,1,1
94,60,0,0,0,7,2,0,0,0,0
50,22,0,0,0,3,3,0,0,0,1
132,19,1,0,4,1,8,0,0,2,0
94,23,0,0,1,6,8,0,0,0,1
24,13,0,0,0,2,2,0,0,0,0
37,30,0,0,0,3,2,0,0,0,0
54,22,1,0,0,3,2,0,1,0,1
52,14,1,0,0,3,2,0,1,1,1
20,14,0,0,0,2,2,0,0,0,1
148,23,1,0,0,1,6,0,0,0,1
49,18,1,0,0,2,3,0,0,0,1
33,11,0,0,0,3,3,0,0,0,0
182,73,1,0,1,3,2,1,1,2,0
38,22,0,0,0,3,2,0,0,0,1
29,16,0,0,0,3,1,0,0,0,1
86,23,0,0,1,1,5,0,0,0,1
49,7,0,0,1,2,6,0,0,0,1
27,14,0,0,0,3,2,0,0,0,1
24,15,0,0,0,3,1,0,0,0,0
92,36,3,0,1,6,5,1,1,2,0
21,16,0,0,0,1,2,0,0,0,0
182,18,0,0,11,7,2,0,0,0,1
33,13,0,0,0,2,2,0,0,0,1
27,15,1,0,0,3,1,0,0,0,1
36,23,0,0,0,3,1,0,0,0,1
41,19,0,0,0,3,2,0,0,0,0
21,8,0,0,0,2,1,0,0,0,1
369,44,3,0,8,3,3,2,1,3,1
30,17,0,0,0,2,3,0,0,0,1
28,18,0,0,1,3,2,0,0,0,0
54,11,1,0,1,2,5,0,0,0,0
154,83,0,0,1,9,3,0,0,0,0
44,16,0,0,0,3,2,0,0,0,1
49,20,0,0,0,3,4,0,0,0,0
27,15,0,0,0,2,1,0,1,1,1
46,21,0,0,1,3,2,0,0,0,1
88,9,0,0,0,6,8,1,2,1,1
33,13,0,0,0,2,2,0,0,0,1
37,22,0,0,0,3,2,0,0,0,1
166,117,0,0,2,8,4,0,0,0,0
34,15,0,0,0,1,2,0,0,0,1
56,19,0,0,0,2,2,0,1,0,1
28,16,0,0,0,3,1,0,0,0,1
142,17,1,0,0,1,6,0,0,0,0
42,17,0,0,0,3,4,0,0,0,0
77,14,0,0,4,3,7,0,0,0,1
19,14,0,0,0,2,2,0,0,0,1
28,15,0,0,0,3,2,0,0,0,1
50,12,0,0,1,1,3,0,0,0,0
102,26,0,0,1,8,6,3,1,3,0
66,19,2,0,0,3,5,0,0,0,1
26,14,0,0,0,2,2,0,0,0,1
37,28,0,0,0,3,1,0,0,0,1
21,13,0,0,0,2,2,0,0,0,1
47,20,0,0,0,3,2,0,0,0,1
26,14,0,0,0,2,2,0,0,0,1
47,25,0,0,1,3,2,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
35,17,0,0,1,3,2,0,0,0,1
28,13,0,0,0,3,1,0,0,0,1
29,10,0,0,0,1,2,0,1,2,0
106,12,0,0,0,2,2,0,1,1,0
136,18,0,0,4,8,12,0,0,0,0
126,92,0,0,4,6,2,0,0,0,0
56,15,1,0,1,3,5,0,0,0,1
33,20,0,0,0,2,3,0,0,0,0
27,14,0,0,0,2,2,0,0,0,1
255,14,1,0,1,3,8,1,1,2,0
50,18,0,0,4,2,5,0,0,0,1
33,13,0,0,0,2,2,0,0,0,1
37,19,0,0,1,4,2,0,0,0,0
33,23,0,0,0,2,2,0,0,0,1
34,14,0,0,0,1,4,0,0,0,1
44,26,0,0,0,4,2,0,0,0,0
65,16,0,0,1,3,7,0,0,0,0
69,23,1,0,1,3,4,0,1,1,1
33,19,0,0,0,2,1,0,0,0,1
36,9,0,0,0,2,3,0,0,0,0
72,14,0,0,0,2,6,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
44,12,0,0,1,4,2,0,0,0,1
61,25,0,0,2,3,3,0,0,0,0
90,15,0,0,0,7,8,1,2,1,1
149,115,0,0,2,9,2,0,0,0,0
46,28,1,0,0,3,1,0,0,0,1
58,25,1,0,0,4,1,0,1,1,0
33,17,0,0,0,4,2,0,0,0,0
28,19,0,0,0,2,2,0,0,0,1
56,11,1,0,2,5,3,0,0,0,1
79,13,0,0,1,1,6,0,0,0,1
39,13,0,0,0,2,4,0,0,0,1
56,21,0,0,0,7,2,0,1,1,0
132,120,0,0,6,7,1,0,0,0,0
41,21,0,0,0,3,2,0,0,0,1
76,27,0,0,1,1,3,0,0,1,0
36,21,0,0,1,3,2,0,0,0,1
25,15,0,0,0,2,2,0,0,0,0
167,166,0,0,0,21,1,0,0,0,0
45,23,0,0,1,2,3,0,0,0,0
356,201,0,0,1,12,2,0,1,0,0
142,83,1,0,1,11,2,0,1,1,0
148,129,0,0,4,10,1,0,0,0,0
614,44,8,0,13,3,3,3,1,4,1
10,9,0,0,0,2,1,0,0,0,0
43,16,0,0,1,2,3,0,0,0,0
49,14,2,0,0,3,4,0,0,0,1
64,38,0,0,0,4,2,0,0,0,0
89,11,0,0,4,2,2,0,1,0,0
72,19,0,0,0,3,1,1,1,2,1
187,12,1,0,1,2,3,1,1,2,1
69,18,0,0,2,3,7,0,0,0,1
41,40,0,0,0,3,1,0,0,0,1
91,14,0,0,1,6,8,1,2,2,1
21,13,0,0,0,2,2,0,1,0,1
23,17,0,0,0,3,2,0,0,0,0
38,10,0,0,0,2,4,0,0,0,0
254,132,2,0,3,14,4,2,1,3,1
19,19,0,0,0,3,0,0,0,0,0
30,19,0,0,0,3,2,0,0,0,0
24,11,0,0,0,2,3,0,0,0,1
61,11,0,0,0,4,5,0,0,0,0
174,12,0,0,0,3,6,0,1,0,0
31,13,0,0,0,3,2,0,0,0,0
94,19,0,0,2,3,8,0,0,0,0
26,16,0,0,0,3,1,0,0,0,1
142,21,0,0,1,5,13,0,0,0,0
37,20,0,0,0,3,2,0,0,0,1
126,125,0,0,3,12,1,0,0,0,1
36,13,0,0,0,7,2,0,1,0,1
38,12,0,0,0,3,2,0,1,1,1
18,10,0,0,0,1,2,0,0,0,1
116,14,0,0,1,5,5,1,2,2,0
33,19,0,0,1,2,2,0,0,0,0
26,14,0,0,0,2,2,0,0,0,1
37,18,0,0,0,3,2,0,0,0,0
50,13,0,0,0,2,6,0,0,0,1
38,16,0,0,1,2,3,0,0,0,0
236,202,0,0,2,12,2,0,0,0,0
71,14,0,0,4,1,5,0,0,0,1
29,17,0,0,0,2,3,0,0,0,1
43,36,0,0,2,2,2,0,1,0,0
75,21,4,0,0,3,5,0,0,0,0
33,14,0,0,0,4,2,0,0,0,1
66,24,0,0,1,2,4,0,0,0,1
141,17,1,0,0,1,5,0,0,0,0
52,15,0,0,0,2,5,0,0,0,0
40,14,1,0,0,2,3,0,0,0,0
29,10,0,0,2,2,3,0,0,0,1
22,15,0,0,0,2,2,0,0,0,1
39,14,0,0,0,3,2,0,0,0,0
43,17,1,0,0,5,2,0,0,0,0
27,14,0,0,0,2,2,0,0,0,1
30,11,0,0,0,2,10,0,0,0,1
82,13,0,0,1,6,8,1,2,2,1
27,19,0,0,0,1,2,0,0,0,1
51,27,0,0,1,2,2,0,0,0,0
41,15,0,0,2,3,2,0,0,0,0
48,12,0,0,0,3,3,0,0,0,1
343,44,6,0,9,3,3,1,1,2,1
37,24,0,0,0,3,1,0,0,0,0
337,44,5,0,5,3,3,1,1,4,1
31,23,0,0,1,3,2,0,0,0,0
79,36,2,0,1,6,5,1,1,2,0
22,15,0,0,0,2,2,0,0,0,0
37,14,0,0,1,2,3,0,0,0,0
47,17,1,0,0,3,3,0,0,0,1
152,114,0,0,1,15,3,0,0,0,0
27,10,0,0,0,1,3,0,0,0,1
25,9,0,0,0,1,4,0,0,0,1
113,35,1,0,1,8,5,2,1,3,0
89,22,0,0,0,6,6,0,0,0,0
54,13,1,0,0,1,5,0,0,0,0
133,114,0,0,7,7,1,0,0,0,0
34,11,1,0,0,2,3,0,0,0,0
82,20,0,0,0,3,5,0,0,0,0
30,17,0,0,0,2,3,0,0,0,1
51,17,0,0,0,3,3,0,0,0,1
34,24,0,0,0,4,3,0,0,0,0
108,18,0,0,0,3,8,0,0,0,1
200,23,0,0,0,3,1,0,1,0,0
14,13,0,0,0,2,1,0,0,0,1
64,23,0,0,0,6,5,0,0,0,0
202,30,1,0,6,1,10,1,0,0,0
25,12,0,0,0,2,2,0,0,0,1
191,13,0,0,0,12,3,0,0,0,0
26,13,0,0,0,3,1,0,0,0,1
28,18,0,0,0,2,2,0,0,0,1
57,31,0,0,0,5,2,0,0,1,0
45,22,0,0,0,3,2,0,0,0,1
29,19,0,0,0,2,1,0,0,0,1
59,16,2,0,0,3,2,0,1,1,1
38,15,0,0,1,4,3,0,0,0,1
21,14,0,0,0,2,1,0,0,0,1
36,18,0,0,0,4,3,0,0,0,0
16,12,0,0,0,2,2,0,0,0,1
32,17,0,0,0,2,2,0,0,0,1
35,22,0,0,1,3,1,0,0,0,1
105,104,0,0,1,14,1,0,0,0,1
96,23,0,0,1,7,3,3,1,4,0
378,127,2,0,5,17,14,2,1,4,0
82,11,0,0,3,3,6,0,0,0,0
82,22,0,0,0,3,1,0,1,1,1
30,29,0,0,0,2,1,0,0,0,1
361,44,2,0,8,3,3,2,1,3,1
56,21,0,0,0,7,2,0,1,1,0
112,10,0,0,1,6,12,1,2,2,0
75,13,0,0,0,2,5,0,0,0,0
29,13,0,0,0,3,2,0,0,0,1
26,14,0,0,0,2,2,0,0,0,1
35,18,0,0,0,3,2,0,0,0,1
44,21,0,0,1,5,3,0,0,0,0
343,44,2,0,9,3,3,1,1,2,1
50,14,1,0,0,1,3,0,1,1,0
27,14,0,0,0,2,2,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
95,39,2,0,1,7,5,1,1,2,0
96,17,0,0,1,4,3,0,0,0,1
42,14,0,0,0,3,4,0,0,0,0
42,22,0,0,0,3,2,0,0,0,1
26,26,0,0,1,2,0,0,0,0,0
49,11,0,0,0,3,5,0,1,1,1
56,21,1,0,2,2,2,0,0,0,1
32,22,0,0,0,3,1,0,0,0,1
72,14,0,0,0,2,6,0,0,0,1
39,19,0,0,0,3,3,0,0,0,0
50,29,1,0,0,1,2,0,0,0,0
54,16,1,0,0,4,5,0,0,0,0
18,17,0,0,0,1,1,0,0,0,0
36,21,1,0,0,2,2,0,0,0,0
43,25,0,0,0,3,2,0,0,0,1
29,17,0,0,0,2,2,0,0,0,1
27,26,0,0,0,2,1,0,0,0,1
22,17,0,0,0,1,2,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
33,13,0,0,0,2,2,0,0,0,1
55,22,0,0,1,3,2,1,1,0,1
27,18,0,0,0,3,1,0,0,0,1
29,18,0,0,0,3,1,0,0,0,1
67,26,0,0,0,3,3,0,0,0,0
32,12,0,0,0,3,3,0,0,0,0
367,203,1,0,1,15,1,1,1,2,0
105,43,0,0,2,5,3,0,0,0,0
34,16,0,0,0,3,2,0,0,0,1
32,11,0,0,0,3,2,0,0,0,0
38,22,0,0,0,4,2,0,0,0,0
35,23,0,0,0,3,1,0,0,0,1
97,14,0,0,0,5,4,2,2,3,1
125,109,0,0,2,13,2,0,0,0,0
34,13,0,0,0,4,2,0,0,0,1
69,15,1,0,0,5,4,0,0,1,1
40,16,0,0,0,4,3,0,0,0,0
27,14,0,0,0,2,2,0,0,0,1
37,27,0,0,0,4,1,0,0,0,0
68,14,0,0,0,5,5,0,1,1,1
43,16,1,0,0,2,2,0,0,0,1
76,19,0,0,0,3,8,0,0,0,1
347,44,3,0,11,3,3,1,1,2,1
26,14,0,0,0,2,2,0,0,0,1
107,14,0,0,1,7,8,1,2,2,1
27,10,0,0,0,2,2,0,0,0,0
48,27,0,0,0,3,2,0,0,0,0
99,14,0,0,1,7,8,1,2,2,1
58,13,0,0,0,2,11,0,0,0,1
310,209,0,0,1,12,4,0,0,1,1
20,14,0,0,0,3,1,0,0,0,0
34,24,0,0,0,4,1,0,0,0,1
159,140,0,0,0,13,2,0,0,0,0
27,14,0,0,0,2,2,0,0,0,1
47,18,0,0,0,3,4,0,0,0,1
64,19,1,0,2,1,5,0,0,0,0
23,18,0,0,0,2,2,0,0,0,1
93,16,0,0,1,6,8,1,2,2,1
26,14,0,0,0,2,2,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
119,10,0,0,1,5,5,1,2,2,1
184,14,1,0,3,3,3,6,1,3,0
23,15,0,0,0,2,1,0,0,0,1
35,13,0,0,0,3,3,0,0,0,1
60,11,0,0,7,1,2,0,0,0,1
55,22,0,0,1,3,2,1,1,0,1
48,32,0,0,1,3,2,0,0,0,1
47,15,0,0,2,4,3,0,0,0,0
59,17,0,0,0,4,5,0,0,0,0
42,17,0,0,0,3,4,0,0,0,0
25,11,0,0,0,3,2,0,0,0,0
158,18,0,0,7,4,2,0,1,1,0
19,11,0,0,0,2,2,0,0,0,0
88,11,0,0,1,5,8,1,2,2,1
31,20,0,0,0,2,2,0,0,0,0
65,21,0,0,0,4,2,0,0,0,0
34,20,0,0,0,3,3,0,0,0,0
33,13,0,0,0,2,2,0,0,0,1
34,15,1,0,0,3,2,0,0,0,1
319,16,1,0,4,16,6,1,1,2,0
369,44,2,0,9,3,3,2,1,3,1
97,39,3,0,1,7,5,1,1,2,0
79,11,0,0,1,6,8,0,2,2,1
116,13,1,0,0,2,2,0,1,3,0
25,24,0,0,0,3,1,0,0,0,0
94,60,0,0,0,7,2,0,0,0,0
153,119,0,0,0,13,2,0,0,0,0
54,16,0,0,0,3,4,0,0,0,0
126,17,0,0,1,7,6,1,2,2,1
27,14,0,0,0,2,2,0,0,0,1
25,8,0,0,0,1,3,0,0,0,1
26,15,0,0,0,3,2,0,0,0,0
51,17,0,0,0,3,4,0,0,0,0
25,24,0,0,0,4,1,0,0,0,0
43,13,0,0,0,2,4,0,0,0,1
258,83,1,0,2,10,4,1,1,2,0
182,125,1,0,4,8,5,0,0,1,0
58,18,1,0,3,3,3,0,0,0,1
