ranking,isIp,activeDuration,urlLen,is@,isredirect,haveDash,domainLen,nosOfSubdomain,label,dots,question,&,/,=,underscore,valid
34146,0,9130,42,0,0,0,20,2,0,3,0,0,4,0,0,1
11,0,7305,34,0,0,0,33,2,1,2,0,0,1,0,0,1
478155,0,7671,46,0,0,0,13,2,0,3,0,0,3,0,0,1
10000000,0,0,103,0,0,0,23,4,1,6,1,1,3,2,0,0
10000000,0,1461,31,0,0,0,14,1,1,1,0,0,3,0,0,1
10000000,0,5844,24,0,0,0,17,2,0,2,0,0,2,0,0,1
10000000,0,0,53,0,0,0,24,3,1,4,0,0,3,0,0,0
20450,0,5478,45,0,0,0,34,3,1,4,0,0,1,0,0,1
10000000,0,0,189,0,0,0,19,2,1,5,0,2,9,3,2,0
474330,0,4383,82,0,0,0,22,2,1,2,0,0,8,0,0,1
14969,0,9133,27,0,0,0,14,2,0,2,0,0,2,0,0,1
10000000,0,0,24,0,0,0,13,2,0,2,0,0,3,0,0,0
5145,0,6575,37,0,0,0,15,2,0,2,0,0,3,0,0,1
49107,0,4383,49,0,0,0,21,2,0,2,0,0,3,0,0,1
10000000,0,731,36,0,0,0,16,1,1,2,0,0,3,0,0,1
1,0,11322,87,0,0,0,23,2,1,2,1,0,2,1,0,1
10000000,0,0,43,0,0,0,20,3,0,4,0,0,2,0,0,0
10000000,0,0,86,0,0,0,13,2,1,6,2,1,8,2,0,0
10000000,0,0,58,0,0,1,35,4,1,4,0,0,3,0,0,0
10000000,0,0,191,0,0,1,48,3,1,3,2,1,3,2,1,0
10000000,0,7305,51,0,0,0,29,2,0,3,0,0,1,0,0,1
10000000,0,8035,45,0,0,0,19,2,0,2,0,0,3,0,0,1
114069,0,11322,35,0,0,0,15,2,0,2,0,0,3,0,0,1
567,0,0,26,0,0,0,25,2,1,2,0,0,1,0,0,0
567,0,0,25,0,0,0,24,2,1,2,0,0,1,0,0,0
10000000,0,0,41,0,0,1,19,3,1,3,0,0,3,0,0,0
10000000,0,3287,38,0,0,0,13,1,1,2,0,0,3,0,0,1
124269,0,0,27,0,0,0,20,4,0,4,0,0,2,0,0,0
10000000,0,0,229,0,0,1,211,13,1,14,0,0,2,0,0,0
11,0,7305,32,0,0,0,31,3,1,3,0,0,1,0,0,1
10000000,0,7671,32,0,0,0,16,2,0,3,0,0,1,0,0,1
214735,0,5479,23,0,0,0,22,2,1,2,0,0,1,0,0,1
10000000,0,0,22,0,0,0,16,2,1,2,0,0,2,0,0,0
236871,0,7304,72,0,0,0,14,2,1,2,0,0,6,0,0,1
10000000,0,0,70,0,0,0,17,1,1,2,0,0,6,0,0,0
10000000,0,0,56,0,0,0,30,4,1,5,0,0,2,1,0,0
10000000,0,5113,100,0,0,1,17,2,1,5,2,2,4,3,0,1
10000000,0,366,63,0,0,0,16,2,1,2,1,0,2,1,0,1
2547,0,8035,29,0,0,0,17,2,0,2,0,0,3,0,0,1
10000000,0,366,207,0,0,0,19,1,1,10,0,0,8,0,0,1
10000000,0,0,52,0,0,0,15,1,1,2,0,0,7,0,0,0
483,0,10226,20,0,0,0,10,2,0,2,0,0,2,0,0,1
14969,0,9133,27,0,0,0,14,2,0,2,0,0,2,0,0,1
10000000,0,0,201,0,0,0,137,13,1,13,0,0,4,0,1,0
10000000,0,4734,50,0,0,0,13,2,1,2,0,0,4,0,2,1
10000000,0,0,78,0,0,0,20,3,1,4,0,0,7,0,0,0
10000000,0,366,119,0,0,0,10,1,1,5,2,1,5,2,0,1
105,0,9863,35,0,0,0,13,2,0,3,0,0,1,0,0,1
10000000,0,0,114,0,0,1,35,6,1,9,1,3,5,4,0,0
4570,0,6939,369,0,0,1,44,2,1,3,1,2,3,3,1,1
10000000,0,0,91,0,0,0,14,1,1,2,0,0,6,0,0,0
10000000,0,5844,104,0,0,0,15,2,1,7,2,1,8,2,0,1
10000000,0,0,35,0,0,0,21,2,0,2,0,0,3,0,0,0
44061,0,4017,33,0,0,0,13,1,1,2,0,0,2,0,0,1
4,0,10228,49,0,0,0,24,3,0,3,0,0,3,0,0,1
10000000,0,0,56,0,0,0,15,1,1,2,0,0,4,0,1,0
10000000,0,0,72,0,0,0,21,3,1,4,0,0,3,0,0,0
10000000,0,0,55,0,0,0,21,1,1,2,1,0,3,1,1,0
10000000,0,0,25,0,0,0,16,3,0,3,0,0,2,0,0,0
10000000,0,0,162,0,0,0,12,1,1,3,0,0,8,2,1,0
10000000,0,4382,59,0,0,1,34,4,1,6,0,0,3,0,0,1
179845,0,0,38,0,0,0,12,2,0,2,0,0,4,0,0,0
10000000,0,7305,27,0,0,0,20,2,0,2,0,0,2,0,0,1
10000000,0,5113,34,0,0,0,21,1,1,1,0,0,3,0,0,1
10000000,0,0,127,0,0,1,35,6,1,9,1,3,6,4,0,0
10000000,0,0,248,0,0,1,108,9,1,9,0,1,3,2,1,0
10000000,0,366,17,0,0,0,9,1,1,1,0,0,3,0,0,1
10000000,0,0,29,0,0,0,28,2,1,2,0,0,1,0,0,0
10000000,0,0,29,0,0,0,18,2,0,3,0,0,1,0,0,0
11,0,7305,29,0,0,0,28,2,1,2,0,0,1,0,0,1
2514,0,0,55,0,0,0,21,3,0,7,1,0,2,1,0,0
10000000,0,10957,31,0,0,0,13,2,0,2,0,0,3,0,0,1
14969,0,9133,27,0,0,0,14,2,0,2,0,0,2,0,0,1
10000000,0,3653,136,0,0,0,19,2,1,2,0,0,13,0,0,1
10000000,0,731,91,0,0,0,14,2,1,6,2,1,8,2,0,1
10000000,0,6939,53,0,0,0,17,2,0,3,0,0,3,0,0,1
933492,0,0,35,0,0,0,18,3,0,3,0,0,3,0,0,0
10000000,0,2192,45,0,1,0,20,2,1,3,0,0,4,0,0,1
10000000,0,6575,43,0,0,1,25,2,0,2,0,0,2,0,0,1
735775,0,0,34,0,0,0,16,3,0,4,0,0,2,0,0,0
10000000,0,4749,66,0,0,0,22,2,1,3,0,0,2,0,0,1
10000000,0,0,96,0,0,0,30,3,1,3,0,0,6,0,0,0
4570,0,6939,369,0,0,1,44,2,1,3,1,2,3,3,5,1
576,0,12419,44,0,0,0,20,3,0,4,0,0,2,0,0,1
10000000,0,8034,22,0,0,0,14,1,1,1,0,0,2,0,0,1
10000000,0,7671,56,0,0,0,14,2,0,3,0,0,4,0,0,1
10000000,0,5844,36,0,0,1,35,2,1,2,0,0,1,0,0,1
398456,0,9132,31,0,0,0,16,2,0,3,0,0,2,0,0,1
10000000,0,0,83,0,0,0,28,3,1,4,1,0,1,1,0,0
10000000,0,0,46,0,0,1,23,4,1,5,1,1,1,1,0,0
128461,0,3288,99,0,0,0,27,2,1,3,0,0,9,0,0,1
10000000,0,0,71,0,0,0,11,2,1,3,0,0,8,0,1,0
10000000,0,5114,239,0,0,0,32,2,1,3,1,1,5,2,1,1
10000000,0,0,41,0,0,0,15,1,1,2,0,0,3,0,0,0
10000000,0,0,45,0,0,1,29,1,1,2,0,0,2,0,0,0
10000000,0,0,50,0,0,0,26,1,1,3,0,0,3,0,0,0
10000000,0,0,47,0,0,0,29,2,1,3,0,0,2,0,0,0
10000000,0,0,31,0,0,0,20,1,1,2,0,0,1,0,0,0
10000000,0,0,53,0,0,1,21,2,1,2,0,0,4,0,0,0
10000000,0,0,73,0,0,1,8,1,1,1,0,0,6,0,0,0
10000000,0,7670,30,0,0,0,20,2,0,2,0,0,2,0,0,1
10000000,0,2192,200,0,0,0,13,2,1,17,0,0,4,0,0,1
255562,0,0,25,0,0,0,13,2,0,2,0,0,2,0,0,0
10000000,0,0,90,0,0,1,36,6,1,6,1,1,5,2,2,0
10000000,0,0,47,0,0,0,14,1,1,1,0,0,5,0,0,0
10000000,0,0,22,0,0,1,21,2,1,2,0,0,1,0,0,0
10000000,0,2922,105,0,0,0,20,1,1,2,0,0,4,1,0,1
10000000,0,0,28,0,0,0,16,1,1,1,0,0,2,0,0,0
10000000,0,731,41,0,0,1,17,2,0,3,0,0,3,0,0,1
781033,0,7671,29,0,0,0,14,2,0,3,0,0,3,0,0,1
259451,0,0,41,0,0,1,22,3,0,3,0,0,1,0,0,0
10000000,0,0,35,0,0,0,26,2,1,2,0,0,2,0,0,0
10000000,0,0,32,0,0,0,12,2,1,3,0,0,3,0,0,0
50516,0,9863,34,0,0,0,21,2,0,2,0,0,3,0,0,1
6394,0,5114,24,0,0,0,13,2,1,3,0,0,1,0,0,1
10000000,0,0,26,0,0,0,25,2,1,2,0,0,1,0,0,0
14969,0,9133,27,0,0,0,14,2,0,2,0,0,2,0,0,1
10000000,0,0,88,0,0,0,8,1,1,5,2,1,8,2,0,0
2514,0,0,56,0,0,0,21,3,0,7,1,0,2,1,0,0
10000000,0,6575,30,0,0,0,19,2,0,2,0,0,2,0,0,1
310740,0,8035,31,0,0,0,19,2,0,2,0,0,2,0,0,1
10000000,0,0,25,0,0,0,16,2,0,2,0,0,2,0,0,0
10000000,0,4749,33,0,0,0,16,3,1,4,1,0,2,0,0,1
4570,0,6939,369,0,0,1,44,2,1,3,1,2,3,3,3,1
4158,0,0,31,0,0,0,19,3,0,3,0,0,2,0,0,0
44061,0,4017,33,0,0,0,13,1,1,2,0,0,2,0,0,1
29749,0,9862,33,0,0,1,22,2,0,2,0,0,2,0,0,1
1057,0,10959,48,0,0,0,13,2,0,3,0,0,3,0,0,1
10000000,0,0,32,0,0,0,14,2,0,3,0,0,1,0,0,0
10000000,0,0,99,0,0,0,13,1,1,3,1,1,2,4,1,0
10000000,0,0,85,0,0,0,19,2,1,2,0,0,6,0,0,0
686495,0,9386,40,0,0,0,19,2,0,3,0,0,2,0,0,1
10000000,0,8402,21,0,0,0,13,2,0,3,0,0,1,0,0,1
160,0,0,34,0,0,0,15,2,0,2,0,0,3,0,0,0
52898,0,7671,72,0,0,0,18,2,0,3,0,0,5,0,3,1
10000000,0,0,159,0,0,1,142,9,1,10,0,0,3,0,0,0
10000000,0,0,154,0,0,1,135,6,1,7,0,0,1,0,0,0
12717,0,7670,35,0,0,0,12,1,0,1,0,0,4,0,0,1
10000000,0,0,35,0,0,0,12,2,0,3,0,0,3,0,0,0
14969,0,9133,27,0,0,0,14,2,0,2,0,0,2,0,0,1
11006,0,0,36,0,0,0,16,2,0,3,0,0,2,0,0,0
10000000,0,9498,44,0,0,0,18,2,0,3,0,0,4,0,0,1
10000000,0,0,30,0,0,0,26,1,1,1,0,0,2,0,0,0
10000000,0,0,72,0,0,1,71,9,1,9,0,0,1,0,0,0
4570,0,6939,369,0,0,1,44,2,1,3,1,2,3,3,4,1
10000000,0,7305,95,0,0,0,13,1,1,5,2,1,10,1,0,1
10000000,0,0,71,0,0,0,28,1,1,3,0,0,4,0,0,0
10000000,0,0,90,0,0,0,22,2,1,3,0,0,9,0,0,0
8998,0,0,44,0,0,0,14,2,0,4,1,0,1,1,0,0
799850,0,9861,35,0,0,0,12,2,0,3,0,0,2,0,0,1
10000000,0,8400,31,0,0,0,20,2,0,3,0,0,1,0,0,1
14969,0,9133,26,0,0,0,14,2,0,2,0,0,2,0,0,1
10000000,0,0,95,0,0,0,24,2,1,3,0,0,4,0,3,0
10000000,0,0,127,0,0,0,19,2,1,6,1,0,6,2,2,0
10000000,0,731,38,0,0,1,28,3,1,4,0,0,1,0,0,1
10000000,0,0,116,0,0,0,32,2,1,2,1,0,1,1,0,0
10000000,0,0,27,0,0,0,11,2,0,2,0,0,3,0,0,0
10000000,0,0,98,0,0,0,7,1,1,4,0,0,6,0,0,0
18337,0,0,14,0,0,0,8,1,1,1,0,0,1,0,0,0
4195,0,7671,63,0,0,0,17,2,0,3,0,0,4,0,2,1
10000000,0,1827,108,0,0,1,19,3,1,8,2,1,8,2,0,1
10000000,0,5113,115,0,0,0,23,1,1,1,0,0,5,0,1,1
11,0,7305,29,0,0,1,28,2,1,2,0,0,1,0,0,1
10000000,0,7305,82,0,0,0,23,2,1,3,1,1,3,2,0,1
14969,0,9133,27,0,0,0,14,2,0,2,0,0,2,0,0,1
158473,0,0,19,0,0,0,10,2,0,2,0,0,2,0,0,0
10000000,0,0,34,0,0,1,18,2,0,3,0,0,2,0,0,0
10000000,0,0,15,0,0,0,10,1,1,2,0,0,2,0,0,0
10000000,0,8766,30,0,0,0,11,1,1,1,1,0,2,1,0,1
10000000,0,0,88,0,0,1,61,5,1,6,1,0,4,0,0,0
10000000,0,0,68,0,0,0,36,2,1,3,0,0,2,0,0,0
10000000,0,0,30,0,0,0,15,2,1,3,0,0,2,0,0,0
829,0,8400,35,0,0,0,21,2,0,3,0,0,1,0,0,1
10000000,0,366,93,0,0,0,27,1,1,2,0,0,6,0,0,1
10000000,0,8036,19,0,0,0,14,2,0,2,0,0,2,0,0,1
10000000,0,0,62,0,0,0,14,2,1,2,0,0,4,0,0,0
10000000,0,7305,46,0,0,0,26,2,0,3,0,0,2,0,0,1
10000000,0,0,60,0,0,0,7,1,1,5,0,0,4,0,0,0
10000000,0,5844,45,0,0,0,22,2,1,3,0,0,3,0,0,1
29,0,10959,33,0,0,0,21,2,0,2,0,0,3,0,0,1
10000000,0,0,86,0,0,0,10,1,1,1,0,0,8,0,0,0
10000000,0,0,174,0,0,0,121,13,1,14,0,1,3,1,5,0
2547,0,8035,36,0,0,0,17,2,0,2,0,0,3,0,0,1
118554,0,5478,46,0,1,0,22,3,1,4,0,0,3,0,0,1
10000000,0,4365,27,0,0,0,19,1,1,2,0,0,1,0,0,1
10000000,0,0,82,0,0,1,39,5,1,7,1,1,5,2,2,0
4570,0,6939,337,0,0,1,44,2,1,3,1,1,3,4,3,1
29,0,10959,63,0,0,0,21,2,0,3,0,0,4,0,0,1
10000000,0,0,73,0,0,0,18,1,1,6,0,0,3,0,0,0
10000000,0,0,34,0,0,0,24,4,1,4,0,0,3,0,0,0
14969,0,9133,27,0,0,0,14,2,0,2,0,0,2,0,0,1
14969,0,9133,26,0,0,0,14,2,0,2,0,0,2,0,0,1
10000000,0,5113,90,0,0,0,15,2,1,7,2,1,8,1,0,1
168,0,7670,35,0,0,0,15,1,0,1,0,0,3,0,0,1
44061,0,4017,33,0,0,0,13,1,1,2,0,0,2,0,0,1
1267,0,9496,34,0,0,0,18,2,0,2,0,0,2,0,0,1
10000000,0,9131,30,0,0,0,14,2,0,2,0,0,3,0,0,1
1267,0,9496,39,0,0,0,27,2,0,3,0,0,1,0,0,1
10000000,0,4734,50,0,0,0,13,2,1,2,0,0,4,0,2,1
10000000,0,2192,358,0,0,0,11,1,1,3,1,1,10,2,1,1
10000000,0,0,40,0,0,1,33,3,1,3,1,0,2,0,0,0
41119,0,0,25,0,0,0,16,2,0,2,0,0,2,0,0,0
10000000,0,0,103,0,0,0,30,5,1,7,1,1,5,2,1,0
10000000,0,4383,75,0,0,0,20,2,1,3,0,0,4,0,0,1
10000000,0,0,31,0,0,0,20,3,0,4,0,0,1,0,0,0
10000000,0,2557,113,0,0,0,11,2,1,6,2,1,5,2,0,1
91578,0,11321,40,0,0,0,11,2,0,3,0,0,6,0,0,1
10000000,0,6575,35,0,0,0,20,2,0,3,0,0,2,0,0,1
149078,0,15707,35,0,0,0,15,3,0,3,0,0,3,0,0,1
73956,0,10226,24,0,0,0,19,3,0,3,0,0,2,0,0,1
801,0,10591,52,0,0,0,13,2,0,2,0,0,6,0,0,1
10000000,0,4748,71,0,0,0,27,1,1,3,0,0,6,0,0,1
10000000,0,2192,31,0,0,0,18,2,0,3,0,0,1,0,0,1
19264,0,7670,76,0,0,0,16,2,0,3,0,0,5,0,2,1
10000000,0,6210,79,0,1,0,24,2,1,3,0,0,8,0,0,1
10000000,0,0,33,0,0,0,14,2,0,3,0,0,2,0,0,0
10000000,0,0,32,0,0,1,31,3,1,3,0,0,1,0,0,0
4570,0,6939,343,0,0,1,44,2,1,3,1,1,3,2,3,1
10000000,0,0,34,0,0,0,18,2,1,3,0,0,2,0,0,0
10000000,0,0,56,0,0,0,13,3,0,4,0,0,2,0,2,0
101067,0,8400,121,0,0,0,15,2,1,3,1,0,2,2,1,1
14969,0,9133,27,0,0,0,14,2,0,2,0,0,2,0,0,1
10000000,0,0,46,0,0,0,45,6,1,6,0,0,1,0,0,0
491426,0,0,172,0,0,1,132,14,1,14,0,0,4,0,1,0
10000000,0,0,79,0,0,1,36,6,1,6,1,1,5,2,2,0
90756,0,7305,59,0,0,0,18,2,0,3,0,0,2,0,4,1
10000000,0,1827,62,0,0,0,28,4,1,6,0,0,3,0,0,1
193853,0,2922,132,0,0,1,43,2,1,6,0,3,1,5,1,1
2547,0,8035,32,0,0,0,17,2,0,2,0,0,3,0,0,1
4570,0,6939,337,0,0,1,44,2,1,3,1,1,3,4,4,1
10000000,0,9496,25,0,0,0,11,2,0,2,0,0,2,0,0,1
10000000,0,0,252,0,0,0,107,13,1,14,1,1,2,2,1,0
10000000,0,0,28,0,0,0,27,2,1,2,0,0,1,0,0,0
595656,0,11687,54,0,0,0,16,2,0,3,0,0,2,0,0,1
10000000,0,0,43,0,0,0,16,1,1,2,0,0,2,0,0,0
19070,0,8035,25,0,0,0,15,2,0,2,0,0,2,0,0,1
10000000,0,5282,32,0,0,0,16,2,0,2,0,0,3,0,0,1
576,0,12419,61,0,0,0,11,2,0,3,0,0,4,0,0,1
10000000,0,6940,27,0,0,0,19,2,0,2,0,0,2,0,0,1
54461,0,9496,23,0,0,0,13,2,0,2,0,0,2,0,0,1
10000000,0,0,137,0,0,0,28,2,1,3,0,1,3,2,1,0
3480,0,0,106,0,0,0,18,4,0,5,0,0,6,0,11,0
10000000,0,0,258,0,0,1,83,8,1,10,1,1,4,2,1,0
10000000,0,0,99,0,0,0,26,4,1,6,1,1,5,2,1,0
10000000,0,0,65,0,0,0,15,2,1,2,0,0,4,0,0,0
2547,0,8035,40,0,0,0,17,2,0,2,0,0,3,0,0,1
10000000,0,9497,21,0,0,0,11,1,0,2,0,0,1,0,0,1
2547,0,8035,46,0,0,0,17,2,0,3,0,0,3,0,0,1
10000000,0,0,66,0,0,0,23,1,1,1,0,0,4,0,0,0
10000000,0,3288,51,0,1,0,18,1,1,3,0,0,5,0,0,1
91578,0,11321,39,0,0,0,11,2,0,3,0,0,6,0,0,1
10000000,0,10592,62,0,0,0,21,2,0,3,0,0,2,0,3,1
10000000,0,1096,30,0,0,0,14,1,1,2,0,0,2,0,0,1
10000000,0,731,21,0,0,0,20,2,1,2,0,0,1,0,0,1
118554,0,5478,51,0,0,0,21,3,1,5,0,0,2,0,0,1
10000000,0,10226,53,0,0,0,14,2,0,3,0,0,5,0,0,1
10000000,0,1096,26,0,0,1,25,2,1,2,0,0,1,0,0,1
10000000,0,8028,27,0,0,0,18,2,0,2,0,0,2,0,0,1
11,0,7305,30,0,0,0,29,2,1,2,0,0,1,0,0,1
10000000,0,0,23,0,0,0,14,3,0,3,0,0,2,0,0,0
10000000,0,0,69,0,0,0,10,1,1,1,0,1,3,1,0,0
10000000,0,1827,30,0,0,0,17,1,0,1,0,0,4,0,0,1
10000000,0,6574,125,0,0,0,19,2,1,5,0,0,9,0,0,1
1,0,11322,23,0,0,0,14,2,0,2,0,0,1,0,0,1
4570,0,6939,369,0,0,1,44,2,1,3,1,2,3,3,6,1
10000000,0,8035,43,0,0,0,20,2,0,3,0,0,2,0,0,1
10000000,0,0,34,0,0,0,14,1,1,2,0,0,2,0,1,0
10000000,0,0,37,0,0,1,21,2,1,3,0,0,2,0,0,0
18300,0,0,24,0,0,0,15,3,0,3,0,0,2,0,0,0
107510,0,4017,17,0,0,0,16,2,1,2,0,0,1,0,0,1
236871,0,7304,72,0,0,0,14,2,1,2,0,0,6,0,0,1
516544,0,8765,30,0,0,0,14,2,0,3,0,0,1,0,0,1
10000000,0,6940,89,0,0,0,14,2,1,5,2,2,4,3,0,1
14969,0,9133,27,0,0,0,14,2,0,2,0,0,2,0,0,1
10000000,0,0,67,0,0,0,33,5,1,6,2,0,2,1,1,0
10000000,0,7670,23,0,0,0,13,2,0,2,0,0,2,0,0,1
10000000,0,3653,136,0,0,1,102,8,1,8,0,0,2,0,0,1
10004,0,9131,35,0,0,0,16,2,0,3,0,0,2,0,0,1
4570,0,6939,369,0,0,1,44,2,1,3,1,2,3,3,3,1
10000000,0,0,44,0,0,0,13,2,0,3,0,0,3,0,0,0
11812,0,8767,68,0,0,0,19,2,0,2,0,0,3,0,0,1
755410,0,7305,53,0,0,1,45,3,1,4,0,0,1,0,0,1
10000000,0,4426,45,0,0,0,15,2,1,3,0,0,3,0,0,1
10000000,0,3653,44,0,0,0,18,1,1,2,0,0,2,0,0,1
10000000,0,365,62,0,0,0,15,2,1,6,0,0,3,0,0,1
10000000,0,366,83,0,0,0,21,1,1,1,0,0,3,0,1,1
646,0,0,19,0,0,0,18,3,1,3,0,0,1,0,0,0
4570,0,6939,343,0,0,1,44,2,1,3,1,1,3,2,0,1
10000000,0,0,76,0,0,0,27,1,1,1,0,0,3,1,0,0
10000000,0,5844,94,0,0,0,13,2,1,6,2,1,8,2,0,1
44061,0,4017,33,0,0,0,13,1,1,2,0,0,2,0,0,1
1267,0,9496,31,0,0,0,21,2,0,2,0,0,2,0,0,1
10000000,0,1095,68,0,0,0,14,2,1,2,1,1,2,2,1,1
10000000,0,4017,123,0,0,0,14,2,1,6,2,1,5,2,0,1
9519,0,0,33,0,0,0,22,2,0,2,0,0,2,0,0,0
158139,0,9131,35,0,0,0,14,2,0,3,0,0,2,0,0,1
10000000,0,0,223,0,0,0,27,3,1,4,1,1,4,2,1,0
10000000,0,4749,17,0,0,0,9,1,1,1,0,0,2,0,0,1
1,0,11322,91,0,0,0,23,2,1,2,1,0,2,1,0,1
6024,0,7671,26,0,0,0,17,2,0,2,0,0,2,0,0,1
10000000,0,0,44,0,0,0,19,3,0,4,0,0,2,0,1,0
10000000,0,0,46,0,0,0,20,2,1,3,1,0,1,1,0,0
117507,0,8401,50,0,0,0,20,2,0,3,0,0,3,0,1,1
10000000,0,4748,63,0,0,0,14,2,1,5,1,0,4,1,0,1
10000000,0,0,39,0,0,0,16,2,1,3,0,0,2,0,1,0
10000000,0,0,103,0,0,0,11,1,1,1,0,0,4,0,0,0
10000000,0,9496,31,0,0,0,11,2,0,2,0,0,2,0,0,1
105,0,9863,35,0,0,0,13,2,0,3,0,0,1,0,0,1
10000000,0,0,64,0,0,0,26,4,1,5,0,0,4,0,0,0
10000000,0,8400,21,0,0,0,13,2,0,2,0,0,2,0,0,1
10000000,0,0,48,0,0,1,7,1,1,1,0,0,5,0,1,0
153450,0,2922,45,0,0,0,26,3,1,4,0,0,1,0,0,1
10000000,0,5479,43,0,0,0,8,1,1,3,0,0,4,0,1,1
10000000,0,0,52,0,0,0,28,4,1,5,1,0,2,1,0,0
10000000,0,731,26,0,0,0,25,2,1,2,0,0,1,0,0,1
10000000,0,6209,29,0,0,0,17,1,1,2,0,0,1,0,0,1
10000000,0,9132,26,0,0,0,17,2,0,2,0,0,1,0,0,1
14969,0,9133,26,0,0,0,14,2,0,2,0,0,2,0,0,1
10000000,0,0,45,0,0,0,24,2,1,3,0,0,3,0,0,0
41500,0,0,38,0,0,0,15,2,0,3,0,0,2,0,0,0
10000000,0,0,26,0,0,0,19,1,1,1,0,0,1,0,0,0
10000000,0,0,161,0,0,1,48,3,1,3,2,1,3,2,1,0
10000000,0,366,58,0,0,0,36,4,1,5,0,0,3,0,0,1
236871,0,7304,72,0,0,0,14,2,1,2,0,0,6,0,0,1
10000000,0,0,27,0,0,0,17,1,1,1,0,0,2,0,0,0
10000000,0,2557,63,0,0,1,11,1,1,1,0,0,5,0,0,1
1638,0,12052,30,0,0,0,17,2,0,2,0,0,2,0,0,1
44061,0,4017,33,0,0,0,13,1,1,2,0,0,2,0,0,1
10000000,0,2191,199,0,0,0,165,13,1,13,0,0,2,0,0,1
10000000,0,0,151,0,0,1,110,10,1,10,0,0,3,0,0,0
10000000,0,1827,56,0,0,0,19,1,1,3,0,0,4,0,1,1
13082,0,0,41,0,0,0,19,2,0,3,0,0,2,0,0,0
10000000,0,0,40,0,0,0,7,1,1,1,0,0,5,0,0,0
29,0,10959,35,0,0,0,22,2,0,2,0,0,2,0,0,1
10000000,0,0,189,0,0,0,18,2,1,3,1,1,2,2,1,0
10000000,0,10958,22,0,0,0,13,2,0,2,0,0,2,0,0,1
10000000,0,0,66,0,0,0,27,3,1,3,0,0,6,0,0,0
10000000,0,0,22,0,0,0,16,2,1,2,0,0,2,0,0,0
10000000,0,9132,106,0,0,0,13,2,1,7,2,1,8,2,0,1
10000000,0,731,54,0,0,0,10,1,1,3,2,0,5,2,0,1
10000000,0,9133,21,0,0,0,12,2,0,2,0,0,1,0,0,1
10000000,0,4383,35,0,0,0,18,2,1,3,0,0,2,0,0,1
10000000,0,0,39,0,0,0,13,2,0,2,0,0,4,0,0,0
44061,0,4017,33,0,0,0,13,1,1,2,0,0,2,0,0,1
17052,0,8096,40,0,0,0,13,2,0,2,0,0,4,0,0,1
4570,0,6939,369,0,0,1,44,2,1,3,1,2,3,3,4,1
10000000,0,0,24,0,0,0,12,1,1,1,0,0,2,0,1,0
379790,0,8400,69,0,0,0,16,2,0,3,0,0,1,0,6,1
10000000,0,4018,278,0,0,1,17,1,1,8,2,7,2,9,2,1
168,0,7670,42,0,0,0,15,1,0,1,0,0,4,0,0,1
51,0,12420,62,0,0,0,19,2,0,3,0,0,6,0,1,1
10000000,0,0,87,0,0,1,19,2,1,6,1,0,3,1,1,0
10000000,0,0,72,0,0,0,10,1,1,3,0,0,3,0,0,0
567,0,0,26,0,0,0,25,2,1,2,0,0,1,0,0,0
10000000,0,4383,196,0,0,1,13,2,1,3,1,1,3,2,1,1
10000000,0,0,108,0,0,0,15,2,1,8,0,0,6,0,1,0
10000000,0,5479,50,0,0,0,10,1,1,2,0,0,4,0,2,1
10000000,0,0,143,0,0,0,16,3,1,11,0,0,9,0,0,0
10000000,0,4018,35,0,0,0,14,1,1,3,0,0,2,0,0,1
10000000,0,0,118,0,0,0,18,2,1,6,0,0,8,3,0,0
576,0,12419,35,0,0,0,11,2,0,2,0,0,4,0,0,1
168,0,7670,33,0,0,0,21,2,0,3,0,0,1,0,0,1
10000000,0,0,10,0,0,0,9,1,1,1,0,0,1,0,0,0
10000000,0,0,80,0,0,0,12,1,1,3,1,3,2,4,1,0
236871,0,7304,72,0,0,0,14,2,1,2,0,0,6,0,0,1
10000000,0,0,37,0,0,1,21,1,1,2,0,0,2,0,0,0
14969,0,9133,27,0,0,0,14,2,0,2,0,0,2,0,0,1
10000000,0,0,74,0,0,0,15,1,1,4,0,0,5,0,1,0
10000000,0,0,29,0,0,0,14,2,1,2,0,0,3,0,0,0
10000000,0,1461,37,0,0,0,17,2,1,3,1,0,1,1,0,1
10000000,0,0,29,0,0,0,28,3,1,3,0,0,1,0,0,0
801,0,10591,46,0,0,0,13,2,0,2,0,0,6,0,0,1
230552,0,0,28,0,0,0,27,3,1,3,0,0,1,0,0,0
10000000,0,0,117,0,0,0,14,2,1,3,1,5,1,6,2,0
10000000,0,0,67,0,0,0,29,4,1,5,0,0,4,0,0,0
10000000,0,0,84,0,0,0,10,1,1,2,0,0,7,0,0,0
10000000,0,0,79,0,0,0,24,4,1,6,1,1,6,2,0,0
10000000,0,2192,145,0,0,1,11,1,1,2,1,1,6,2,1,1
10000000,0,365,46,0,0,1,26,5,1,6,0,0,3,0,0,1
10000000,0,0,12,0,0,0,7,1,1,1,0,0,1,0,0,0
10000000,0,0,30,0,0,1,23,1,1,1,0,0,2,0,0,0
10000000,0,2922,87,0,0,0,17,1,1,2,1,1,3,1,1,1
10000000,0,4018,33,0,0,1,16,1,1,2,0,0,3,0,0,1
544100,0,6940,68,0,0,0,14,2,1,5,1,0,5,1,0,1
6,0,8035,50,0,0,0,16,2,0,2,0,0,2,0,3,1
10000000,0,10591,30,0,0,0,15,2,0,3,0,0,1,0,1,1
